count,Date of Band,Location,Territory,Band Prefix,Band Suffix,Band Leg,Age,Sex,Genetic Blood Sample,Parasite Screen,DNA SEX,Date-#1 Mass,Weight-#1 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#2 Mass,Weight-#2 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#3 Mass,Weight-#3 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#4 Mass,Weight-#4 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#5 Mass,Weight-#5 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#6 Mass,Weight-#6 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#7 Mass,Weight-#7 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#8 Mass,Weight-#8 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#9 Mass,Weight-#9 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#10 Mass,Weight-#10 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#11 Mass,Weight-#11 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Misc.,Comments,Date-#11 Mass,Weight-#2 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm),Date-#12 Mass,Weight-#2 (g),LWC (mm),LLP-5 (mm),LLP-6 (mm),RECT. (mm)
808,6/22/2011,MEF,A18,1593,64821,L,Ad,M,YES,,,6/22/2011,55,132,98,106,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,6/23/2011,HAYMAN,CS4,1593,64822,L,Ad,M,YES,,,6/23/2011,59,131,96,105,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,7/15/2011,TROUT CREEK,D8,1593,64823,L,L,?,YES,,M,7/15/2011,56,,60,61,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,7/15/2011,TROUT CREEK,D8,1593,64824,L,L,?,YES,,F,7/15/2011,52.5,,50,50,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,6/24/2011,HAYMAN,CN5,1593,64825,L,Ad,M,YES,,,6/23/2011,53.5,127,,,,5/31/2012,54,125,100,109,63,7/16/2012,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,6/7/2011,MEF,B12,1593,64826,L,Ad,M,YES; 7-8-13,7/8/2013,M,6/7/2011,56,134,94,103,64,6/21/2011,64,,,,,7/22/2011,62,130,,,65,7/8/2013,53,132,101,109,59,7/8/2013,53,132,101,109,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,6/2/2011,TROUT CREEK,D8,1593,64827,L,Ad,M,YES,,,6/2/2011,53,132,96,106,58,6/6/2011,55,132,97,106,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,7/23/2010,TROUT CREEK,D7,1593,64828,,L,?,YES,,F,7/23/2010,41.5,,17,18,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,7/23/2010,TROUT CREEK,D7,1593,64829,,L,?,YES,,F,7/23/2010,60,,38,37,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
817,9/4/2010,MEF,A11 Floater/A13 F,1593,64830,L,Ad,F,YES,,,9/4/2011,,128,99,107,63,7/6/2011,58,,,,,6/7/2012,>66.0,,,,,6/21/2013,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,6/24/2011,HAYMAN,CN1,1593,64831,L,Ad,F,YES,,,6/24/2011,>67.0,,,,,7/14/2011,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,7/14/2011,MEF,B10,1593,64832,L,L,?,YES,,F,7/14/2011,64.5,67,48,48,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
820,7/14/2011,MEF,B10,1593,64833,L,L,?,YES,,F,7/14/2011,62.5,69,51,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
821,7/14/2011,MEF,B10,1593,64834,L,L,?,YES,,F,7/14/2011,40.5,45,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,6/20/2011,MEF,B2,1593,64835,L,Ad,M,YES,,,6/20/2011,58.5,128,98,105,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
823,6/9/2011,TROUT CREEK,D9,1593,64836,L,Ad,M,YES,,,6/9/2011,58,127,93,100,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,6/14/2011,MEF,B2,1593,64837,L,Ad,M,YES,,,6/13/2011,63,130,,,,7/9/2012,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,6/15/2011,MEF,A11,1593,64838,L,Ad,F,NO,,,6/15/2011,>72.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,6/2/2011,TROUT CREEK,D8/D7,1593,64842,L,Ad,M,YES,,,6/2/2011,54.5,135,91,103,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,6/8/2011,MEF,A4,1593,64843,L,Ad,M,YES; 7/8/15,NO,M,6/8/2011,48,128,85,96,52,6/14/2011,53,,,,,7/13/2011,44,,,,,7/14/2011,45,,,,,5/10/2012,56.5,125,93,101,56,6/18/2012,56.5,124,95,103,54,7/15/2012,45.5,127,93,100,55,7/10/2013,47,,,,,6/4/2014,52.5,126,95,105,51,6/15/2014,50,126,96,105,57,6/25/2014,53.5,126,96,104,57,,,7/8/2015,52,124,95,103,59,6/15/2016,52,128,94,104,58
828,6/15/2011,MEF,A20,1593,64844,R,Ad,M,NO,,,6/15/2011,56,129,90,99,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,6/16/2011,TROUT CREEK,D2,1593,64845,L,Ad,M,YES,,,6/16/2011,51.5,125,91,99,55,7/6/2011,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,6/21/2011,MEF,B19,1593,64846,R,Ad,F,YES,,,7/20/2011,51.5,,,,,6/11/2012,63.5,,,,,6/24/2013,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,7/14/2011,MEF,B18,1593,64847,L,L,?,YES,,F,7/14/2011,65.8,70.5,51.5,53,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,7/12/2011,MEF,B1,1593,64848,L,Ad,F,YES; 7-2-13,7/2/2013,F,7/12/2011,59.5,128,93,99,57,7/18/2011,63.5,,,,,6/8/2012,77,,,,,7/2/2013,63.5,126,99,107,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,7/14/2011,MEF,B18,1593,64849,L,L,?,YES,,M,7/14/2011,39.7,27,27,26.5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,7/10/2011,MEF,B5,1593,64850,R,Ad,F,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,7/14/2011,MEF,B18,1593,64851,L,Ad,F,YES,,,7/14/2011,60.5,139,110,119,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,7/18/2011,MEF,A18,1593,64852,L,L,?,NO,,F,7/18/2011,53.8,,38,39,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,6/27/2011,TROUT CREEK,D2,1593,64853,R,Ad,F,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,6/3/2011,HAYMAN,CN1,1593,64854,L,Ad,M,YES,,,6/3/2011,56,133,96,103,64,6/17/2011,59.5,,,,,5/30/2012,61,133,95,105,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,6/9/2011,TROUT CREEK,D8,1593,64855,L,Ad,F,YES,,,7/15/2011,57.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,6/16/2011,TROUT CREEK,D5 Floater,1593,64856,L,Ad,M?,YES,,,6/16/2011,53,135,99,112,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,7/22/2011,MEF,B19,1593,64857,,FL,?,YES,,F,7/22/2011,56.5,94,74,74,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,5/31/2012,TROUT CREEK,D2,1593,64858,R,Ad,M,YES,,,5/31/2012,54,127,94,103,58,6/14/2012,54.5,,,,,7/3/2012,52,128,95,105,54,6/5/2013,52,127,97,106,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,6/15/2012,MEF,A8,1593,64859,L,Ad,M,YES,,,6/15/2012,62,128,95,102,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,6/22/2012,MEF,A10,1593,64860,R,L,?,YES,,,6/22/2012,54.5,,32,33,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,6/8/2012,HAYMAN,CN5,1593,64861,R,Ad,M,YES,,M,6/8/2012,53.5,127,96,104,56,6/12/2012,64,,,,,5/30/2014,49.5,128,95,102,50,7/8/2014,49.5,130,96,105,59,6/12/2015,51,125,95,103,60,6/19/2015,54.5,128,94,102,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,6/7/2012,MEF,A18,1593,64862,L,Ad,F,NO,,,6/7/2012,79,,,,,7/5/2012,63,125,92,108,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,6/1/2012,MEF,A20?,1593,64863,L,Ad,M,YES,,M,6/1/2012,60,130,100,107,64,7/5/2012,57,,,,,6/26/2013,56.5,130,101,111,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,5/31/2012,TROUT CREEK,D1,1593,64864,L,Ad,M,YES,,,5/31/2012,53,124,92,101,59,6/26/2014,57,126,95,104,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,7/14/2011,MEF,A13,1593,64865,R,Fl,?,YES,,F,7/14/2011,54,97,76,77,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,5/31/2011,MEF,B14?,1593,64866,L,Ad,M,YES,,M,5/31/2011,55,129,95,102,58,6/26/2012,52.5,132,95,105,60,7/2/2013,53,128,95,105,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,6/2/2011,TROUT CREEK,D9,1593,64867,L/R?,Ad,M,YES,,,6/2/2011,54.5,130,96,105,64,6/16/2011,54.5,131,95,103,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,6/7/2011,MEF,B1/B10,1593,64868,L,Ad,M,YES,,,6/7/2011,52,130,97,106,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,6/30/2011,MEF,B12,1593,64869,L,Ad,F,YES,,,6/30/2011,65,,,,,7/8/2011,55.5,120,98,100,58,7/11/2011,54.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,7/5/2011,MEF,B17,1593,64870,L,Ad,F,NO,,,7/5/2011,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,7/19/2011,TROUT CREEK,D2,1593,64871,L,L,?,YES,,M,7/19/2011,60.7,,41,41,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,7/19/2011,TROUT CREEK,D2,1593,64872,L,L,?,YES,,M,7/19/2011,62.1,,44.5,44.5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,7/22/2011,MEF,A4,1593,64873,L,FL,?,YES,,F,7/22/2011,47,91,70,71,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,7/18/2011,MEF,A18,1593,64874,R,L,?,NO,,,7/18/2011,42.7,,28,28,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,6/12/2012,HAYMAN,CN7/CN8,1593,64875,R,Ad,M,NO,,,6/12/2012,55,125,96,104,58,6/19/2012,54,126,100,104,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,6/15/2012,MEF,A4,1593,64876,L,Ad,F,7/10/2013,7/10/2013,F,6/15/2012,69.5,,,,,7/15/2012,59,131,94,106,63,6/21/2013,78,,,,,7/10/2013,64,126,97,106,64,6/13/2014,,,,,,6/16/2015,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,5/30/2012,HAYMAN,CN1,1593,64877,R,Ad,M,YES,,M,5/30/2012,57,135,96,105,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,6/19/2012,HAYMAN,CN11,1593,64878,R,Ad,M,6/19/2013,6/19/2013,M,6/19/2012,51,127,98,104,55,6/19/2013,54.5,129,95,105,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,6/20/2012,MEF,B6 floater,1593,64879,L,Ad,M,YES; 7/8/13,7/8/2013,F,6/20/2012,59.5,134,98,108,60,7/8/2013,54.5,133,101,111,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,6/22/2012,MEF,A10,1593,64880,L,L,?,YES,,M,6/22/2012,54.9,,38,38,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,5/30/2012,HAYMAN,CN5,1593,64881,R,Ad,F,NO,,,5/31/2012,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,6/18/2012,MEF,B7,1593,64882,R,Ad,M,NO,,,6/18/2012,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,7/18/2011,MEF,A18,1593,64883,L,L,?,NO,,F,7/18/2011,50.5,,42,36,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,7/18/2011,MEF,A4,1593,64884,R,Ad,M,7/1/2013,7/1/2013,M,7/18/2011,59.5,126,,,,7/1/2013,54.5,132,99,107,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,7/20/2011,MEF,A10,1593,64885,,L,?,YES,,F,7/20/2011,61,,44,43,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,7/20/2011,MEF,A10,1593,64886,,L,?,NO,,,7/20/2011,51.4,,35,35,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,5/29/2013,HAYMAN,CN1/CN2,1593,64887,L,Ad,M,YES,,M,5/30/2013,53.5,127,95,105,58,6/11/2013,54,126,96,105,56,6/5/2014,53.5,129,95,105,58,6/12/2015,56,128,96,105,59,6/25/2015,51,7/1/2016,49,,,6/6/2016,53.5,132,96,106,62,6/29/2017,51,130,,,,7/13/2017,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,5/28/2013,MEF,A11,1593,64888,,Ad,M,NO,6/14/2013,M,5/28/2013,56,128,98,105,59,6/5/2013,56,130,97,106,62,6/14/2013,54.5,130,95,103,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,6/7/2013,MEF,A27,1593,64889,L,Ad,F,"7/10/2013, 7/13/2016, 7/5/18",NO,F,7/10/2013,59.5,121,98,106,58,6/19/2014,74.5,,,,,5/26/2015,74,,,,,6/26/2015,75,,,,,7/13/2016,56.5,126,101,109,57,7/15/2016,55.5,,,,,7/12/2017,63.5,132,,,,6/13/2018,78,,,,,5-Jul,61.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,6/7/2013,HAYMAN,CN11,1593,64890,R,Ad,F,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,6/4/2013,MEF,B1,1593,64891,R,Ad,M,YES,,M,6/4/2013,61,130,99,109,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,7/24/2011,MEF,B1,1593,64892,L,FL,?,YES,,M,7/24/2011,62,61,68,70,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,6/4/2013,MEF,BG4,1593,64893,R,Ad,F,NO,,,6/4/2013,>71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,5/28/2014,MEF,B12,1593,64894,L,Ad,M,5/28/2014,NO,,5/28/2014,57,125,90,99,54,6/16/2014,51.5,130,94,105,54,7/8/2016,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,5/27/2014,MEF,A27,1593,64895,R,Ad,M,5/27/2014,NO,,5/27/2014,60.5,129,94,106,63,7/1/2014,53,129,98,106,64,7/7/2014,50.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,6/4/2012,MEF,B12,1593,64896,R,Ad,M,YES,,M,6/4/2012,55,125,97,105,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,6/13/2012,MEF,A41,1593,64897,L,Ad,M,YES,,M,6/13/2012,56.5,124,91,100,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,6/14/2012,TROUT CREEK,D9,1593,64898,L,Ad,M,6/22/2018,,M,6/14/2012,57,129,100,109,64,7/1/2014,52,133,103,110,64,6/11/2015,54.5,133,102,111,64,7/7/2016,,,,,,7/10/2017,53.5,,,,,6/22/2018,56,132,102,111,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
883,6/19/2012,HAYMAN,CN10,1593,64899,L,Ad,F,NO,,,6/19/2012,83,,,,,7/12/2012,62,129,103,110,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
884,6/19/2012,HAYMAN,CN8,1593,64900,L,Ad,M,YES,,M,6/19/2012,58.5,130,95,103,62,6/29/2012,51.5,129,96,106,64,7/12/2012,50.5,128,98,106,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,6/20/2012,MEF,B2,1783,64302,R,Ad,F,YES (WAS NO),,F,6/20/2012,64,,,,,7/5/2012,56.5,127,112,102,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,6/22/2012,MEF,A10,1783,64303,L,L,?,YES,,M?,6/22/2012,53.2,,38,38,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,6/26/2012,TROUT CREEK,D2,1783,64304,L,L,?,YES,,,6/26/2012,51.6,,58,55,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
888,6/26/2012,TROUT CREEK,D2,1783,64305,L,L,?,YES,,,6/26/2012,53.4,,64,55,29,6/18/2013,54,126,94,103,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,6/27/2012,MEF,A40,1783,64307,R,Ad,M,YES,,M,6/27/2012,56.5,130,95,101,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,6/22/2012,MEF,A20,1783,64308,R,Ad,M,YES; 6-28-13,6/28/2013,M,6/22/2012,59.5,126,96,105,53,6/28/2013,53.5,132,96,104,58,6/6/2015,53.5,129,96,104,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,6/27/2012,MEF,A2,1783,64309,R,Ad,M,NO,,,6/27/2012,52,133,95,106,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,6/28/2012,MEF,A13,1783,64310,L,L,?,YES,,M,6/28/2012,53,,75,75,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,6/29/2012,MEF,B19,1783,64311,,L,?,YES,,,6/29/2012,60.2,,66,66,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
894,6/29/2012,MEF,B19,1783,64312,,L,?,YES,,,6/29/2012,58.2,,52,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,injured 4th digit on L leg,,,,,,,,,,,,,
895,6/29/2012,MEF,B19,1783,64313,,L,?,9/3/2014,9/3/2014,,6/29/2012,62,,66,65,25,9/3/2014,63.5,134,98,108,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
896,6/29/2012,MEF,B4,1783,64314,R,L,?,YES,,M,6/29/2012,58.5,,59,58,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
897,6/29/2012,MEF,B4,1783,64315,L,L,?,YES,,F,6/29/2012,62.2,,64,64,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
898,7/5/2012,MEF,B14,1783,64316,,L,?,YES,,F,7/5/2012,47,,32,31,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,6/18/2012,MEF,B17,1783,64317,,Ad,F,NO,,,6/18/2012,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,6/18/2012,MEF,B10 floater,1783,64318,R,Ad,?,YES,,M,6/18/2012,51.5,130,98,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,6/18/2012,MEF,B10 floater,1783,64319,L,Ad,M,YES,,,6/18/2012,54,127,92,100,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
